Date,PTTEP.BK_forecast,PTTEP.BK
2020-01-02,116.0137690450112,118.88854217529297
2020-01-03,115.90874965486118,121.21969604492188
2020-01-06,116.03712929508474,124.48330688476562
2020-01-07,116.05191939073363,124.01707458496094
2020-01-08,116.02722879570806,124.94953155517578
2020-01-09,116.19610993436277,124.01707458496094
2020-01-10,116.58802375632462,122.6183853149414
2020-01-13,122.50700903236938,122.6183853149414
2020-01-14,122.883564747426,123.08460998535156
2020-01-15,122.62253269752955,122.15215301513672
2020-01-16,122.60740545338885,122.6183853149414
2020-01-17,122.4001434850955,123.08460998535156
2020-01-20,122.86154612349318,123.08460998535156
2020-01-21,123.40572599275119,122.6183853149414
2020-01-22,122.12025474624762,122.15215301513672
2020-01-23,121.99911019745272,120.2872314453125
2020-01-24,122.15605637877881,119.82100677490234
2020-01-27,121.9749974115927,114.22624969482422
2020-01-28,122.1272970756455,115.62493133544922
2020-01-29,122.00668049913499,117.9560775756836
2020-01-30,122.06688151258763,117.48985290527344
2020-01-31,116.74807214561882,116.0911636352539
2020-02-03,116.5710199973167,116.5573959350586
2020-02-04,117.01753761594368,116.0911636352539
2020-02-05,116.64359187433219,116.0911636352539
2020-02-06,116.26342477971622,117.02362823486328
2020-02-07,116.46011782896727,116.0911636352539
2020-02-11,116.66901667492529,117.02362823486328
2020-02-12,116.72149683486148,118.88854217529297
2020-02-13,116.16732176155662,119.12872314453125
2020-02-14,116.77484815936845,119.12872314453125
2020-02-17,116.81066059514445,119.12872314453125
2020-02-18,117.08644275996137,118.64836883544922
2020-02-19,117.51012817951028,120.08943939208984
2020-02-20,117.24976275084627,121.05015563964844
2020-02-21,121.31954885005686,120.56979370117188
2020-02-24,120.84462423133621,115.2858657836914
2020-02-25,120.91358257104801,114.32514953613281
2020-02-26,120.86363496208138,109.04121398925781
2020-02-27,121.01511872456545,110.48229217529297
2020-02-28,120.93745475820293,101.83584594726562
2020-03-02,120.93912207640118,102.79656219482422
2020-03-03,104.22148872285324,107.60014343261719
2020-03-04,103.68813172798092,105.67870330810547
2020-03-05,104.09297286566463,105.19834899902344
2020-03-06,104.20697761443134,102.31620788574219
2020-03-09,104.43349394905573,71.81349182128906
2020-03-10,104.6037695221747,67.7304458618164
2020-03-11,105.0726090410833,69.41169738769531
2020-03-12,70.1847972409497,57.6429328918457
2020-03-13,70.65112414646576,63.64740753173828
2020-03-16,70.50997129097627,55.96167755126953
2020-03-17,71.01282000393144,55.72150421142578
2020-03-18,70.20985657297133,54.76078796386719
2020-03-19,69.47111304953035,52.839351654052734
2020-03-20,69.30655531602936,60.765254974365234
2020-03-23,59.379329680721455,53.31970977783203
2020-03-24,58.240271685744005,56.922393798828125
2020-03-25,58.13416001547357,63.64740753173828
2020-03-26,58.341433750848765,64.60812377929688
2020-03-27,57.77475175220423,61.96615219116211
2020-03-30,58.275742325003634,60.52507781982422
2020-03-31,57.9311134264052,64.84830474853516
2020-04-01,63.887908039712386,64.3679428100586
2020-04-02,64.04919946901687,72.2938461303711
2020-04-03,65.461814066748,75.89652252197266
2020-04-07,65.32944928433756,83.34207153320312
2020-04-08,64.20476838279404,79.49921417236328
2020-04-09,64.35486175738639,76.6170654296875
2020-04-10,64.65664350050676,76.6170654296875
2020-04-13,75.38151083202378,76.37688446044922
2020-04-14,75.21320858841428,77.33760070800781
2020-04-15,75.43670103186182,75.17598724365234
2020-04-16,76.27900960163697,71.09294891357422
2020-04-17,76.55230255714322,73.49473571777344
2020-04-20,76.98741248358976,75.89652252197266
2020-04-21,76.35400335418679,73.25455474853516
2020-04-22,78.23204517113507,71.81349182128906
2020-04-23,72.28701133318964,73.01437377929688
2020-04-24,76.05131127639177,73.25455474853516
2020-04-27,73.59439480365076,73.97509002685547
2020-04-28,69.08994657208545,73.97509002685547
2020-04-29,71.86514257169014,75.17598724365234
2020-04-30,69.79781878354257,81.18045806884766
2020-05-05,80.4142370816725,80.70011138916016
2020-05-07,71.72414599804345,79.259033203125
2020-05-08,75.16406083166027,79.73939514160156
2020-05-11,78.19413907920037,79.73939514160156
2020-05-12,79.49549583932233,80.70011138916016
2020-05-13,77.2668435835233,80.2197494506836
2020-05-14,77.24221552520376,78.53849792480469
2020-05-15,79.7775191311313,80.2197494506836
2020-05-18,79.58503406253129,82.14117431640625
2020-05-19,79.9571216113479,84.54296875
2020-05-20,80.03558942193017,85.02332305908203
2020-05-21,79.95952172356193,85.5036849975586
2020-05-22,79.48313095846669,81.18045806884766
2020-05-25,78.97632364759583,82.14117431640625
2020-05-26,82.23352895632868,83.5822525024414
2020-05-27,82.64607962129043,83.10189056396484
2020-05-28,82.95631891241995,80.94027709960938
2020-05-29,83.04914542637296,80.70011138916016
2020-06-01,83.4863537341242,83.34207153320312
2020-06-02,83.07254048452003,85.5036849975586
2020-06-04,82.70853220340436,89.10636138916016
2020-06-05,88.79426199535138,94.87065887451172
2020-06-08,88.61621856118013,97.51262664794922
2020-06-09,88.48433496005701,91.74832916259766
2020-06-10,88.38369384062723,92.4688720703125
2020-06-11,88.10692907624176,89.82689666748047
2020-06-12,88.32076097662993,87.42511749267578
2020-06-15,88.88194439254232,83.5822525024414
2020-06-16,84.20490695764393,90.30725860595703
2020-06-17,84.65150375497254,90.06707763671875
2020-06-18,84.63301177933805,90.30725860595703
2020-06-19,85.12765030234641,91.74832916259766
2020-06-22,85.65958369732684,91.98851013183594
2020-06-23,85.50533964812313,92.4688720703125
2020-06-24,84.97035745761963,89.10636138916016
2020-06-25,88.65407237174703,87.66529846191406
2020-06-26,88.32466723994169,88.86618041992188
2020-06-29,88.097461294088,87.66529846191406
2020-06-30,88.70271878843171,88.1456527709961
2020-07-01,89.14746427520794,91.74832916259766
2020-07-02,89.21487371498195,91.98851013183594
2020-07-03,88.77205653624297,91.5081558227539
2020-07-07,92.14022239897288,91.74832916259766
2020-07-08,92.23075037873167,89.10636138916016
2020-07-09,91.86975357969182,88.86618041992188
2020-07-10,91.37455531006265,87.42511749267578
2020-07-13,91.63418739399833,88.1456527709961
2020-07-14,92.05001281839404,88.86618041992188
2020-07-15,92.04894823747044,91.5081558227539
2020-07-16,92.29273324844571,89.82689666748047
2020-07-17,92.68508997619095,90.30725860595703
2020-07-20,92.45030490953575,90.06707763671875
2020-07-21,92.42317391744389,92.70905303955078
2020-07-22,91.85691260434605,90.30725860595703
2020-07-23,91.4948103739787,91.98851013183594
2020-07-24,91.41741199404015,89.58672332763672
2020-07-29,89.65412291340546,88.1456527709961
2020-07-30,90.29626255846259,86.46440124511719
2020-07-31,90.0542787212286,87.42511749267578
2020-08-03,91.07396371305734,85.5036849975586
2020-08-04,90.93331561324155,85.98403930664062
2020-08-05,90.84620499183491,90.54743957519531
2020-08-06,91.07655075586618,89.34654235839844
2020-08-07,89.63322146385934,90.30725860595703
2020-08-10,89.03559641626008,90.54743957519531
2020-08-11,88.76577393897755,91.5081558227539
2020-08-13,88.65262247463964,92.48423767089844
2020-08-14,88.56016189050429,89.80000305175781
2020-08-17,88.9784552200651,89.80000305175781
2020-08-18,89.42277785446302,91.02011108398438
2020-08-19,91.19384648096155,89.80000305175781
2020-08-20,91.61313105013154,87.84782409667969
2020-08-21,91.44925932317712,86.62771606445312
2020-08-24,91.43792030724039,88.33586883544922
2020-08-25,91.15242774999821,89.06793975830078
2020-08-26,90.79869099748758,89.06793975830078
2020-08-27,90.44231455946584,89.06793975830078
2020-08-28,88.07998184438294,87.35978698730469
2020-08-29,87.45203994630054,
2020-08-30,86.77674905455483,
2020-08-31,86.68747523684404,
2020-09-01,86.41307409956494,
2020-09-02,86.28892090048369,
2020-09-03,86.16676129075339,
2020-09-04,86.61027475063332,
